a_id,a_name,a_country,a_city,a_prov,a_web
20676,university pardubice,czech republic,pardubice,,http://www.upce.cz
20677,pavol jozef safarik university kosice,slovak republic,kosice,,http://www.upjs.sk
20678,university ss. cyril methodius trnava,slovak republic,trnava,,http://www.ucm.sk
20679,tomas bata university zlin,czech republic,zlin,,http://www.utb.cz
20680,university veterinary medicine pharmacy kosice,slovak republic,kosice,+421 55,http://www.uvm.sk
20681,goce delchev university stip,macedonia,stip,,http://www.ugd.edu.mk/
20682,sts. cyril methodius university skopje,macedonia,skopje,,http://www.ukim.edu.mk
20683,st. kliment ohridski university bitola,macedonia,bitola,,http://www.uklo.edu.mk
20684,university american college skopje,macedonia,skopje,,http://www.uacs.edu.mk/
20686,university montenegro,montenegro,podgorica,,http://www.ucg.ac.me/cg
20687,donja gorica university,montenegro,podgorica,,http://www.udg.edu.me
20688,dzemal bijedic university mostar,bosnia and herzegovina,mostar,,http://www.unmo.ba
20689,mediterranean university,montenegro,podgorica,,http://www.unimediteran.net
20690,south east european university,macedonia,tetovo,,http://www.seeu.edu.mk
20691,university sinergija,bosnia and herzegovina,bijeljina,,http://www.sinergija.edu.ba
20692,singidunum university,serbia,beograd,,http://www.singidunum.ac.rs/
20693,university banja luka,bosnia and herzegovina,banja luka,,http://www.unibl.org
20694,university belgrade,serbia,beograd,,http://www.bg.ac.rs/
20695,university bihac,bosnia and herzegovina,bihac,,http://www.unbi.ba
20696,university east sarajevo,bosnia and herzegovina,istocno sarajevo,,http://www.ues.rs.ba/en/university/about-university/university-management
20697,university kragujevac,serbia,kragujevac,,http://www.kg.ac.rs/
20698,university nis,serbia,nis,,http://www.ni.ac.rs
20699,university novi sad,serbia,novi sad,Vojvodina,http://www.uns.ac.rs
20700,university sarajevo,bosnia and herzegovina,sarajevo,,http://www.unsa.ba
20701,university travnik,bosnia and herzegovina,travnik,,http://www.unt.ba
20702,university tuzla,bosnia and herzegovina,tuzla,Tuzla Canton,http://www.untz.ba
20703,university zenica,bosnia and herzegovina,zenica,Zenica-Doboj Canton,http://www.unze.ba
20704,university arts belgrade,serbia,beograd,,http://www.arts.bg.ac.rs/
20706,university audiovisual arts,macedonia,skopje,,http://www.esra.com.mk
20707,university business studies,bosnia and herzegovina,banja luka,,http://www.univerzitetps.com/
20708,university business engineering management pim,bosnia and herzegovina,banja luka,,http://univerzitetpim.com/
20709,university tourism management skopje,macedonia,skopje,,http://www.utms.edu.mk/
20710,academy fine arts poznan,poland,poznan,wielkopolskie,http://uap.edu.pl
20711,university economics katowice,poland,katowice,slaskie,http://www.ue.katowice.pl
20712,krakow university economics,poland,krakow,malopolskie,http://www.ae.krakow.pl
20713,poznan university economics,poland,poznan,Wielkopolskie,http://www.ue.poznan.pl
20714,wroclaw university economics,poland,wroclaw,dolnoslaskie,http://ue.wroc.pl
20715,university gdansk,poland,gdansk,pomorskie,http://www.ug.gda.pl
20716,jan kochanowski university kielce,poland,kielce,swietokrzyskie,http://www.ujk.edu.pl
20717,adam mickiewicz university poznan,poland,poznan,Wielkopolskie,http://www.amu.edu.pl
20718,jagiellonian university krakow,poland,krakow,malopolskie,http://www.uj.edu.pl
20719,cardinal stefan wyszynski university warsaw,poland,warszawa,mazowieckie,http://www.uksw.edu.pl
20720,kazimierz wielki university bydgoszcz,poland,bydgoszcz,kujawsko-pomorskie,http://www.ukw.edu.pl
20721,marie curie sklodowska university,poland,lublin,lubelskie,http://www.umcs.lublin.pl
20722,poznan university medical sciences,poland,poznan,wielkopolskie,http://www.amp.edu.pl
20723,medical university bialystok,poland,bialystok,podlaskie,http://www.umb.edu.pl
20724,university medicine lublin,poland,lublin,lubelskie,http://www.umlub.pl
20725,medical university lodz,poland,lodz,lodzkie,http://www.umed.lodz.pl
20726,nicolaus copernicus university torun,poland,torun,kujawsko-pomorskie,http://www.umk.pl
20727,fryderyk chopin university music warsaw,poland,warszawa,mazowieckie,http://www.chopin.edu.pl
20728,opole university,poland,opole,opolskie,http://www.uni.opole.pl
20729,pontifical university john paul ii krakow,poland,krakow,malopolskie,http://upjp2.edu.pl
20730,pedagogical university krakow,poland,krakow,malopolskie,http://www.ap.krakow.pl
20731,siedlce university natural sciences humanities,poland,siedlce,mazowieckie,http://www.uph.edu.pl
20732,university life sciences lublin,poland,lublin,lubelskie,http://www.ar.lublin.pl
20733,poznan university life sciences,poland,poznan,wielkopolskie,http://puls.edu.pl
20734,wroclaw university environmental life sciences,poland,wroclaw,dolnoslaskie,http://www.up.wroc.pl
20735,university agriculture krakow,poland,krakow,malopolskie,http://www.ur.krakow.pl
20736,university rzeszow,poland,rzeszow,podkarpackie,http://www.ur.edu.pl
20737,szczecin university,poland,szczecin,zachodniopomorskie,http://www.univ.szczecin.pl
20738,university technology life sciences bydgoszcz,poland,bydgoszcz,kujawsko-pomorskie,http://www.utp.edu.pl
20739,university silesia,poland,katowice,slaskie,http://www.us.edu.pl
20740,university lodz,poland,lodz,lodzkie,http://www.uni.lodz.pl
20741,university bialystok,poland,bialystok,podlaskie,http://www.uwb.edu.pl
20742,university warmia mazury olsztyn,poland,olsztyn,warminsko-mazurskie,http://www.uwm.edu.pl
20743,university warsaw,poland,warszawa,mazowieckie,http://www.uw.edu.pl
20744,university wroclaw,poland,wroclaw,dolnoslaskie,http://www.uni.wroc.pl
20745,university zielona gora,poland,zielona gora,lubuskie,http://www.uz.zgora.pl
20747,universityi agricultural college provincial technological institute technology,philippines,upi,Shariff Kabunsuan,
20748,universityper iowa university,united states,fayette, Iowa,http://www.uiu.edu
20749,universitypsala university,sweden,uppsala,,http://www.uu.se
20750,universityal academy public administration,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.uapa.ru
20751,universityal state academy physical education,russian federation,celjabinsk,,http://www.uralgufk.ru/
20752,universityal state academy veterinary medicine,russian federation,troitsk,Celiabinsk region,http://www.usavm.ac.ru/
20753,universityal state academy architecture arts,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.usaaa.ru
20754,universityal state academy law,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.usla.ru
20755,universityal state music conservatory named after m.p. mussorgsky,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.uralcons.org/
20756,universityal state medical academy,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.usma.ru/
20757,universityal state agricultural academy,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.usaca.ru
20758,universityal federal university named after first president russia b.n. yeltsin,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.ustu.ru
20759,universityal institute finance law,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.urfji.com
20760,universityal state university economics,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.usue.ru
20761,universityal state mining university,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.ursmu.ru/
20762,universityal state forest engineering university,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.usfeu.ru/
20763,universityal state pedagogical university,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.uspu.ru
20764,universityal state university named after a.m. gorky,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.usu.ru
20765,universityal state university railway transport,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.usurt.ru
20766,universityal institute humanities,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.urgi.ural.ru
20767,universityal institute business,russian federation,ekaterinburg,Sverdlovskaja oblast',http://urib.info/
20768,universityal institute economics management law,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.urep.ru
20769,universityal institute marketing,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.uifr.ru
20770,universityal institute commerce law,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.uicp.e-burg.ru
20771,universityal law institute russian federation ministry internal affairs,russian federation,ekaterinburg,Sverdlovskaja oblast',http://www.ural-mvd.ru/
20772,universityawa university,japan,saitama shi,Saitama,http://www.urawa.ac.jp
20773,universitybana university,united states,urbana, Ohio,http://www.urbana.edu
20774,universitydaneta city university,philippines,city urdaneta,Pangasinan,http://ucu.edu.ph
20775,universitygench state university,uzbekistan,urgench,,http://www.urdu.uz/
20776,universitymia university,iran,urmia,West Azerbaijan,http://www.urmia.ac.ir
20777,universitymia university medical sciences,iran,urmia,,http://www.umsu.ac.ir
20778,universitymia university technology,iran,urmia,West Azarbijan,http://www.uut.ac.ir
20779,universitysinus college,united states,collegeville, Pennsylvania,http://www.ursinus.edu
20780,universitysuline college,united states,peper pike, Ohio,http://www.ursuline.edu
20781,universityel university,armenia,yerevan,,http://www.usel.am
20782,universitykudar university,turkey,istanbul,,http://www.uskudar.edu.tr/
20783,universitymanu danfodiyo university sokoto,nigeria,sokoto,,http://udusok.edu.ng
20784,universitysurijsk state pedagogical institute,russian federation,ussurijsk,Primorskij kraij,http://uss.dvfu.ru/
20785,universityah state university,united states,logan, Utah,http://www.usu.edu
20786,universityah valley university,united states,orem, Utah,http://www.uvu.edu
20789,universityica college,united states,utica, New York,http://www.utica.edu
20790,universitykal university culture,india,bhubaneswar,Orissa,http://www.uuc.ac.in/
20791,universitykal university,india,bhubaneswar,Orissa,http://www.utkal-university.org
20792,universitysunomiya university,japan,utsunomiya shi,Tochigi,http://www.utsunomiya-u.ac.jp
20793,universitysunomiya kyowa university,japan,kuroiso shi,Tochigi,http://www.kyowa-u.ac.jp
20794,north bengal agricultural university,india,koch bihar,West Bengal,http://www.ubkv.ac.in
20795,north maharashtra university,india,jalgaon,Maharashtra,http://www.nmu.ac.in
20796,universitytar pradesh rajarshi tandon open university,india,allahabad,Uttar Pradesh,http://www.uprtou.ac.in/
20797,universitytara university,bangladesh,dhaka,,http://www.uttarauniversity.edu.bd/
20798,universitytarakhand technical university,india,dehradun,Uttarakhand,http://uktech.ac.in/
20799,universitytaranchal sanskrit university,india,haridwar,Uttarakhand,http://usvv.org/
20800,luzyce humanistic higher school zary,poland,zary,lubelskie,http://www.lwsh.pl
20801,universitya wellassa university,sri lanka,badulla,,http://www.uwu.ac.lk
20802,swietokrzyska higher school kielce,poland,kielce,swietokrzyskie,http://www.ssw.edu.pl
20803,universityhhorod state institute sciences economics law,ukraine,uzhgorod,Zakarpatja Region,http://www.instiel.uzhgorod.ua
20804,universityak university,turkey,usak,,http://www.usak.edu.tr
20806,vaal university technology,south africa,vanderbijlpark,Gauteng,http://www.vut.ac.za
20807,vaasa university applied sciences,finland,vaasa,,http://www.puv.fi/fi/
20808,university vaasa,finland,vaasa,,http://www.uva.fi/en
20811,valdosta state university,united states,valdosta, Georgia,http://www.valdosta.edu
20812,valencia colleges,philippines,valencia city,Bukidnon,
20813,valenzuela city polytechnic college,philippines,city valenzuela,"Third District, Metro Manila",
20814,vali e asr university,iran,rafsanjan,,http://www.vru.ac.ir
20815,valley city state university,united states,valley city, North Dakota,http://www.vcsu.edu
20816,university valley forge,united states,phoenixville, Pennsylvania,http://www.valleyforge.edu
20817,valley view university,ghana,accra,,http://www.vvu.edu.gh/
20818,valparaiso university,united states,valparaiso, Indiana,http://www.valpo.edu
20821,vanadzor state university named after hovhannes toumanyan,armenia,vanadzor,Lori Region,http://www.vspi.am
20822,armenian russian international university mkhitar gosh,armenia,vanadzor,Lori Region,http://www.mkhitargosh.com
20824,vancouver island university,canada,nanaimo, British Columbia ,http://www.viu.ca/
20825,vanda institute,cambodia,phnom penh,,http://www.vanda.edu.kh/
20826,vanderbilt university,united states,nashville, Tennessee,http://www.vanderbilt.edu
20827,vandercook college music,united states,chicago, Illinois,http://www.vandercook.edu
20828,vanguard university southern california,united states,costa mesa, California,http://www.vanguard.edu
20829,vanung university,taiwan,taoyuan,,http://www.vnu.edu.tw
20830,vardhaman mahaveer kota open university,india,kota,Rajasthan,http://www.vmou.ac.in
20831,varna free university chernorizets hrabar,bulgaria,varna,,http://www.vfu.bg
20832,vassar college,united states,poughkeepsie, New York,http://www.vassar.edu
20834,vaughn college aeronautics technology,united states,flushing, New York,http://www.vaughn.edu
20835,veer bahadur singh purvanchal university,india,jaunpur,Uttar Pradesh,http://www.vbspu.ac.in
20836,veer kunwar singh university,india,arrah,Bihar,http://www.vksu-ara.org
20837,veer narmad south gujarat university,india,surat,Gujarat,http://www.vnsgu.ac.in
20838,veer surendra sai university technology,india,burla,Orissa,http://www.vssut.ac.in/
20839,vel tech rangarajan dr. sagunthala r d institute science technology,india,chennai,Tamil Nadu,http://www.vel-tech.org/
20841,marko marulic polytechnic knin,croatia,knin,,http://www.veleknin.hr
20842,polytechnic karlovac,croatia,karlovac,,http://www.vuka.hr
20843,polytechnic pozega,croatia,pozega,,http://www.vup.hr
20844,polytechnic rijeka,croatia,rijeka,,http://www.veleri.hr
20846,velez college,philippines,cebu city,Cebu,http://www.velezcollege.com
20847,velikije luki state academy physical culture sport,russian federation,velikje lukij,Pskovskaja oblast',http://www.vlgafc.ru/
20848,velikije luki state agricultural academy,russian federation,velikje lukij,Pskovskaja oblast',http://www.vgsa.ru
20849,st. cyril st. methodius university veliko tarnovo,bulgaria,veliko turnovo,,http://www.uni-vt.bg
20850,vellore institute technology vit university,india,vellore,Tamil Nadu,http://www.vit.ac.in/
20851,vels university,india,chennai,Tamil Nadu,http://www.velsuniv.ac.in
20852,ventspils university college,latvia,ventspils,,http://www.venta.lv
20858,veritas college irosin,philippines,irosin,Sorsogon,
20859,veritas university,nigeria,bwari,Federal Capital Territory,http://www.veritas.edu.ng
20860,vermont law school,united states,south royalton, Vermont,http://www.vermontlaw.edu
20861,vermont technical college,united states,randolph center, Vermont,http://www.vtc.edu
20864,vetagro sup school,france,marcy letoile,,http://www.vetagro-sup.fr
20865,university veterinary medicine vienna,austria,wien,Vienna,http://www.vetmeduni.ac.at
20866,university veterinary pharmaceutical sciences brno,czech republic,brno,,http://www.vfu.cz
20868,victoria university,australia,melbourne,Victoria,http://www.vu.edu.au
20869,university toronto victoria university,canada,toronto, Ontario,http://www.vicu.utoronto.ca
20870,victoria university bangladesh,bangladesh,dhaka,,http://www.vub.edu.bd
20871,victoria university wellington,new zealand,wellington,,http://www.vuw.ac.nz
20873,vidyasagar university,india,midnapore,West Bengal,http://www.vidyasagar.ac.in
20874,vidzeme university applied sciences,latvia,valmiera,,http://www.va.lv
20875,hanoi open university,vietnam,hanoi,,http://www.hou.edu.vn/
20876,vignan university,india,guntur,Andhra Pradesh,http://www.vignanuniversity.org/
20877,vijayanagara sri krishnadevaraya university,india,bellary,Karnataka,http://www.vskub.ac.in
20878,vikram university,india,ujjain,Madhya Pradesh,http://www.vikramuniv.net/
20879,vikrama simhapuri university,india,nellore,Andhra Pradesh,http://www.simhapuriuniv.org/
20880,villa maria college,united states,buffalo, New York,http://www.villa.edu
20881,villaflores college,philippines,tanjay,Negros Oriental,
20882,villagers montessori college,philippines,quezon city,"Second District, Metro Manila",http://www.vmc.edu.ph
20883,villanova university,united states,villanova, Pennsylvania,http://www.villanova.edu
20884,vilnius academy arts,lithuania,vilnius,,http://www.vda.lt
20886,vilnius gediminas technical university,lithuania,vilnius,,http://www.vgtu.lt
20889,lithuanian university educational sciences,lithuania,vilnius,,http://www.leu.lt/
20892,vilnius university,lithuania,vilnius,,http://www.vu.lt
20895,vinayaka missions university,india,salem,Tamil Nadu,http://www.vinayakamission.com
20896,vinayaka missions sikkim university,india,gangtok,Sikkim,http://www.vmsu.in/
20897,vinnitsa national medical university named after m.i.pirogov,ukraine,vinnitsa,Vinnitsa Region,http://www.vnmu.vn.ua/
20898,vinnitsa state pedagogical university named after m. kocjubynsky,ukraine,vinnitsa,Vinnitsa Region,http://www.vspu.edu.ua
20899,vinnitsa national technical university,ukraine,vinnitsa,Vinnitsa Region,http://www.vntu.edu.ua/
20901,vinnitsa state agrarian university,ukraine,vinnitsa,Vinnitsa Region,http://www.vsau.org
20902,vinoba bhave university,india,hazaribagh,Bihar,http://vbu.co.in
20903,virgen milagrosa university foundation,philippines,san carlos city,Pangasinan,http://www.vmuf.edu.ph
20905,virginia commonwealth university,united states,richmond, Virginia,http://www.vcu.edu
20907,virginia international university,united states,fairfax, Virginia,http://www.viu.edu
20908,virginia polytechnic institute state university,united states,blacksburg, Virginia,http://www.vt.edu
20909,virginia state university,united states,petersburg, Virginia,http://www.vsu.edu
20910,virginia universityion university,united states,richmond, Virginia,http://www.vuu.edu
20911,virginia university lynchburg,united states,lynchburg, Virginia,http://www.vul.edu
20912,virginia wesleyan college,united states,norfolk, Virginia,http://www.vwc.edu/
20913,virtual university pakistan,pakistan,lahore,Punjab,http://www.vu.edu.pk
20914,visayas state university,philippines,baybay,Leyte,http://www.vsu.edu.ph
20915,university structural engineering architecture lyuben karavelov,bulgaria,sofia,,http://www.vsu.bg
20916,todor kableshkov university transport,bulgaria,sofia,,http://www.vtu.bg/
20917,university finance business entrepreneurship,bulgaria,sofia,,http://www.vuzf.bg
20922,business college libertas,croatia,zagreb,,http://www.vps-libertas.hr
20924,business college with public rights visnjan,croatia,visnjan,Porec,http://www.manero.hr
20926,higher education professional institution business studies euro college kumanovo,macedonia,kumanovo,,http://www.eurocollege.edu.mk/
20932,baltazar adam krcelic college business administration,croatia,zapresic,,http://www.vspu.hr
20936,faculty design,slovenia,trzin,,http://www.fd.si/
20938,college accounting,slovenia,ljubljana,,http://www.vsr.si
20939,higher school applied sciences,slovenia,ljubljana,,http://www.vist.si/
20940,polymer technology college,slovenia,slovenj gradec,,http://www.vstp.si
20941,school business management novo mesto,slovenia,novo mesto,,www.vsup.vs-nm.si
20942,environmental protection college,slovenia,velenje,,http://vsvo.si/
20943,faculty health care jesenice,slovenia,jesenice,,http://www.vszn-je.si
20944,faculty health sciences novo mesto,slovenia,novo mesto,,http://fzv.vs-nm.si/
20948,higher school journalism public relations skopje,macedonia,skopje,,http://vs.edu.mk
20949,college agriculture krizevci,croatia,krizevci,,http://www.vguk.hr
20950,visva bharati,india,santiniketan,West Bengal,http://www.visva-bharati.ac.in
20951,visvesvaraya national institute technology,india,nagpur,Maharashtra,http://www.vnit.ac.in
20952,visvesvaraya technological university,india,belgaum,Karnataka,http://www.vtu.ac.in
20953,vitebsk state academy veterinary medicine,belarus,vitebsk,,http://www.vsavm.com/
20954,vitebsk state medical university,belarus,vitebsk,,http://www.vsmu.by/
20955,vitebsk state technological university,belarus,vitebsk,,http://vstu.by/
20956,vitebsk state university named after p.m. masherov,belarus,vitebsk,,http://www.vsu.by
20957,viterbo university,united states,la crosse, Wisconsin,http://www.viterbo.edu
20963,combiz college,laos,paksanh district,Bolykhamxay,
20964,comcenter college,laos,vientiane,,http://www.comcenterblog.com/
20977,lao american college,laos,vientiane,,http://www.lac.edu.la/
20982,rattana business administration college,laos,vientiane,,http://www.rbaclao.net/
20985,sengsavanh college,laos,vientiane,,http://www.sbc.laopdr.com/
20992,institute technology cambodia,cambodia,phnom penh,,http://www.itc.edu.kh
20993,university management economics,cambodia,battambang,,http://www.ume.edu.kh/
20994,vjatka state agricultural academy,russian federation,kirov,,http://www.vgsha.info
20995,vjatka state humanitarian university,russian federation,kirov,,http://www.vshu.kirov.ru/
20996,vjatka state university,russian federation,kirov,,http://www.vyatsu.ru/
20997,vjatka social economics institute,russian federation,kirov,,http://www.vsei.ru
21002,vladikavkaz institute economics management anf law,russian federation,vladikavkaz,Respublika Severnaja Osetija-Alanija,
21003,vladikavkaz fashion institute,russian federation,vladikavkaz,Respublika Severnaja Osetija-Alanija,
21006,vladimir state university humanities,russian federation,vladimir,,http://www.vladggu.ru
21007,vladimir state university named after aleksanr grigorevich nikolai stoletovy,russian federation,vladimir,,http://www.vlsu.ru
21008,vladimir institute business,russian federation,vladimir,,http://www.vib33.ru/
21009,vladimir law institute federal penitentiary service,russian federation,vladimir,,http://vui-fsin.ru/
21010,vladivostok state university economics services,russian federation,vladivostok,Primorskij kraj,http://www.vvsu.ru
21011,vladivostok state medical university,russian federation,vladivostok,Primorskij kraj,http://www.vgmu.ru
21012,vlerick business school,belgium,gent,,http://www.vlerick.com
21013,vma global college,philippines,bacolod city,Negros Occidental,http://www.vma.edu.ph/
21015,military aviation engineering university,russian federation,voronez,Voronezskaja oblast',http://www.vaiu.ru/
21017,volgograd academy ministry internal affairs russian federation,russian federation,volgograd,,http://va-mvd.ru/modules.php?name=News
21018,volgograd state physical education academy,russian federation,volgograd,,http://www.vgafk.ru
21019,volgograd state agricultural academy,russian federation,volgograd,,http://www.vgsha.ru/
21020,volgograd state university architecture civil engineering,russian federation,volgograd,,http://www.vgasu.ru
21021,volgograd state medical university,russian federation,volgograd,,http://www.volgmed.ru
21022,volgograd state pedagogical university,russian federation,volgograd,,http://www.vspu.ru
21023,volgograd state technical university,russian federation,volgograd,,http://www.vstu.ru
21024,volgograd state university,russian federation,volgograd,,http://www.volsu.ru
21025,volgograd institute economics sociology law,russian federation,volgograd,,http://www.viesp.ru
21026,volgograd arts institute named after p. a. serebrjakov,russian federation,volgograd,,http://www.serebryakovka.ru/
21027,lesya universityrainka volyn state university,ukraine,luck,Volyn Region,http://vdu.edu.ua/eng
21028,vologda state dairy farming academy named after n. v. vereshchagin,russian federation,vologda,,http://www.molochnoe.ru
21029,vologda state pedagogical university,russian federation,vologda,,http://www.vologda-uni.ru/
21030,vologda state technical university,russian federation,vologda,,http://www.vstu.edu.ru
21031,vologda institute law economics federal penitentiary service,russian federation,vologda,,http://www.vipe-fsin.ru/
21033,volga state academy water transport,russian federation,niznij novgorod,,http://www.vgavt-nn.ru/
21036,volzhsky university named after v.n. tatischev institute,russian federation,toljatti,Samarskaja oblast',http://www.vuit.ru
21037,voorhees college,united states,denmark, South Carolina,http://www.voorhees.edu
21039,voronezh state academy arts,russian federation,voronez,Voronezskaja oblast',http://www.artacademy.vrn.ru/
21040,voronezh state academy forestry engineering,russian federation,voronez,Voronezskaja oblast',http://www.vglta.vrn.ru
21041,voronezh state medical academy named after n.n. burdenko,russian federation,voronez,Voronezskaja oblast',http://www.vsma.ac.ru
21042,voronezh state academy technology,russian federation,voronez,Voronezskaja oblast',http://www.vgta.vrn.ru
21043,voronezh state agricultural university named after emperor peter i,russian federation,voronez,Voronezskaja oblast',http://www.vsau.ru
21044,voronezh state university architecture civil engineering,russian federation,voronez,Voronezskaja oblast',http://edu.vgasu.vrn.ru
21045,voronezh state pedagogical university,russian federation,voronez,Voronezskaja oblast',http://www.vspu.ac.ru
21046,voronezh state technical university,russian federation,voronez,Voronezskaja oblast',http://www.vorstu.ru/
21047,voronezh state university,russian federation,voronez,Voronezskaja oblast',http://www.vsu.ru
21048,voronezh institute economics social management,russian federation,voronez,Voronezskaja oblast',http://www.viesm.vrn.ru/
21049,voronezh institute ministry interior russian federation,russian federation,voronez,Voronezskaja oblast',http://www.imvd.vrn.ru
21050,voronezh institute high technologies,russian federation,voronez,Voronezskaja oblast',http://www.vivt.ru/
21052,eastern humanities academy economics law,russian federation,ufa,Respublika Bashkortosan,http://www.vegu.ru/
21053,east european institute psychoanalysis,russian federation,sankt peterburg,,http://veip.oedipus.ru/
21054,d. serikbayev east kazakhstan state technical university,kazakhstan,ust kamenogorsk,,http://www.ektu.kz
21055,s. amanzholov east kazakhstan state university,kazakhstan,ust kamenogorsk,,http://www.vkgu.kz/
21057,east siberian state academy culture arts,russian federation,ulan ude,Burjatija,http://www.vsgaki.ru/
21058,east siberian state academy education,russian federation,irkutsk,Irkutskaja oblast',http://www.vsgao.com/
21059,east siberian state university technology,russian federation,ulan ude,Burjatija,http://www.esstu.ru
21060,eastern siberian institute economics law,russian federation,irkutsk,Irkutskaja oblast',http://www.esiel.ru/
21061,east siberian institute russian federation ministry internal affairs,russian federation,irkutsk,Irkutskaja oblast',http://www.esi.irk.ru
21062,eastern institute,russian federation,sankt peterburg,,http://www.orientalinstitute.ru/
21063,oriental university institute,russian federation,moskva,,http://www.orun.ru
21064,vuniversityuniversity amsterdam,netherlands,amsterdam,,http://www.vu.nl
21065,free university brussels,belgium,brussel,,http://www.vub.ac.be
21066,all russian academy foreign trade,russian federation,moskva,,http://www.vavt.ru
21067,all russian state tax academy russian federation finance ministry,russian federation,moskva,,http://www.vgna.ru/
21068,all russian state university cinematography named after s.a. gerasimov,russian federation,moskva,,http://www.vgik.info
21069,all russian distance education institute finance economics,russian federation,moskva,,http://www.vzfei.ru
21070,higher state college communications,belarus,minsk,,http://vks.belpak.by/
21072,vsb technical university ostrava,czech republic,ostrava,,http://www.vsb.cz
21073,university security management kosice,slovak republic,kosice,,http://www.vsbm.sk
21075,university chemistry technology prague,czech republic,praha 6,,http://www.vscht.cz
21076,university economics prague,czech republic,praha 3,,http://www.vse.cz
21077,university economics management ltd,czech republic,praha 5,,http://www.vsem.cz
21078,school economics management public administration bratislava,slovak republic,bratislava,,http://www.vsemvs.sk
21080,university finance administration p.b.c.,czech republic,praha 10,,http://www.vsfs.cz
21081,institute hospitality management ltd,czech republic,praha 8,,http://www.vsh.cz
21085,college logistics p.b.c.,czech republic,prerov 1,Mesto,http://www.vslg.cz
21087,college management trencin,slovak republic,trencin,,http://www.vsm.sk
21088,international school management,slovak republic,presov,,http://www.ismpo.sk
21089,university college international public relations prague p.b.c.,czech republic,praha 5,,http://www.vip-vs.cz
21090,academy performing arts bratislava,slovak republic,bratislava,,http://www.vsmu.sk
21091,university business prague,czech republic,praha,1,http://www.vso.cz
21092,business school ostrava plc.,czech republic,ostrava,,http://www.vsp.cz
21096,academy arts architecture design prague,czech republic,praha 1,,http://www.vsup.cz
21098,danubius university,slovak republic,sladkovicovo,773 28 11,http://www.vsdanubius.sk/
21099,academy fine arts design bratislava,slovak republic,bratislava,,http://www.afad.sk
21101,st. elisabeth university health services social work,slovak republic,bratislava,,http://www.vssvalzbety.sk
21102,brno university technology,czech republic,brno,,http://www.vutbr.cz
21104,higher school music saha republic jakutija institute,russian federation,yakutsk,,http://www.vschoolmus.ru/
21105,higher school modern education institute,russian federation,moskva,,http://www.school-so.ru
21106,higher school atre institute named after m.s. shchepkin,russian federation,moskva,,http://schepkin.maly.ru/
21107,vytautas magnus university,lithuania,kaunas,,http://www.vdu.lt
21108,wabash college,united states,crawfordsville, Indiana,http://www.wabash.edu
21109,wadi international university,syrian arab republic,homs,,http://www.wiu.edu.sy
21110,wageningen university research centre,netherlands,wageningen,,http://www.wageningenur.nl
21111,wagner college,united states,staten island, New York,http://www.wagner.edu
21113,waikato institute technology,new zealand,hamilton,,http://www.twp.ac.nz
21114,wajdi university college technology,palestine,jerusalem,,http://www.wit.edu.ps
21115,wakayama university,japan,wakayama shi,Wakayama,http://www.wakayama-u.ac.jp
21116,wakayama medical university,japan,wakayama shi,Wakayama,http://www.wakayama-med.ac.jp
21117,wake forest university,united states,winston salem, North Carolina,http://www.wfu.edu/
21118,wakkanai hokusei gakuen university,japan,wakkanai,Hokkaido,http://www.wakhok.ac.jp
21119,wako university,japan,machida shi,Tokyo,http://www.wako.ac.jp
21121,waldorf college,united states,forest city, Iowa,http://www.waldorf.edu
21122,waljat college applied sciences,oman,rusayl,,http://www.waljatcollege.edu.om
21123,walla walla university,united states,college place, Washington,http://www.wwc.edu
21125,walsh college accountancy business administration,united states,troy, Michigan,http://www.walshcollege.edu
21126,walsh university,united states,north canton, Ohio,http://www.walsh.edu
21127,walter sisulu university,south africa,mthatha,Eastern Cape,http://www.wsu.ac.za
21128,wannan medical college,china,wuhu,Anhui Province,http://www.wnmc.edu.cn
21129,warner pacific college,united states,portland, Oregon,http://www.warnerpacific.edu
21130,warner university,united states,lake wales, Florida,http://www.warner.edu
21131,warren wilson college,united states,asheville, North Carolina,http://www.warren-wilson.edu
21132,warsaw school management higher school,poland,warszawa,mazowieckie,http://www.wsz-sw.edu.pl
21134,warsaw humanistic higher school,poland,warszawa,mazowieckie,http://www.wwsh.edu.pl
21135,warsaw school computer science,poland,warszawa,mazowieckie,http://www.wwsi.edu.pl
